x,y,MAX_REL_HUMIDITY_FLAG,MAX_TEMPERATURE_FLAG,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,HEATING_DEGREE_DAYS_FLAG,TOTAL_PRECIPITATION,LOCAL_YEAR,SPEED_MAX_GUST,MAX_TEMPERATURE,ID,DIRECTION_MAX_GUST_FLAG,MIN_TEMPERATURE_FLAG,SNOW_ON_GROUND,COOLING_DEGREE_DAYS,CLIMATE_IDENTIFIER,LOCAL_DAY,MEAN_TEMPERATURE,HEATING_DEGREE_DAYS,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION_FLAG,LOCAL_DATE,STATION_NAME,MAX_REL_HUMIDITY,PROVINCE_CODE,LOCAL_MONTH,TOTAL_SNOW,TOTAL_RAIN_FLAG,TOTAL_SNOW_FLAG,TOTAL_RAIN
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,21.8,702327X.2011.5.19,,,,0,702327X,19,17.4,0.6,,12.9,,,79,,M,2011-05-19 00:00:00,VARENNES,96,QC,5,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,23.8,702327X.2011.5.20,,,,0,702327X,20,18,0,,12.1,,,59,,M,2011-05-20 00:00:00,VARENNES,98,QC,5,,M,M,
-73.37666666666667,45.723055555555554,,,,5,,,2011,39,22.4,702327X.2011.5.21,,,,0,702327X,21,16.2,1.8,,10,,,44,,M,2011-05-21 00:00:00,VARENNES,96,QC,5,,M,M,
-73.37666666666667,45.723055555555554,,,,18,,,2011,39,19.6,702327X.2011.5.22,,,,0,702327X,22,14.1,3.9,,8.5,,,64,,M,2011-05-22 00:00:00,VARENNES,90,QC,5,,M,M,
-73.37666666666667,45.723055555555554,,,,19,,,2011,52,21.9,702327X.2011.5.23,,,,0.3,702327X,23,18.3,0,,14.7,,,63,,M,2011-05-23 00:00:00,VARENNES,91,QC,5,,M,M,
-73.37666666666667,45.723055555555554,,,,22,,,2011,48,24.7,702327X.2011.5.24,,,,0,702327X,24,17.1,0.9,,9.5,,,48,,M,2011-05-24 00:00:00,VARENNES,93,QC,5,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,18.9,702327X.2011.5.25,,,,0,702327X,25,13.6,4.4,,8.2,,,40,,M,2011-05-25 00:00:00,VARENNES,74,QC,5,,M,M,
-73.37666666666667,45.723055555555554,,,,2,,,2011,39,18.5,702327X.2011.5.26,,,,0,702327X,26,14.4,3.6,,10.2,,,69,,M,2011-05-26 00:00:00,VARENNES,94,QC,5,,M,M,
-73.37666666666667,45.723055555555554,,,,2,,,2011,39,11.1,702327X.2011.5.27,,,,0,702327X,27,10.3,7.7,,9.4,,,89,,M,2011-05-27 00:00:00,VARENNES,95,QC,5,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,16.8,702327X.2011.5.28,,,,0,702327X,28,13.1,4.9,,9.3,,,90,,M,2011-05-28 00:00:00,VARENNES,97,QC,5,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,20.8,702327X.2011.5.29,,,,0,702327X,29,17.2,0.8,,13.6,,,80,,M,2011-05-29 00:00:00,VARENNES,97,QC,5,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,26.4,702327X.2011.5.30,,,,2.3,702327X,30,20.3,0,,14.2,,,36,,M,2011-05-30 00:00:00,VARENNES,97,QC,5,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,28.3,702327X.2011.5.31,,,,3.8,702327X,31,21.8,0,,15.2,,,38,,M,2011-05-31 00:00:00,VARENNES,79,QC,5,,M,M,
-73.37666666666667,45.723055555555554,,,,24,,,2011,82,29.8,702327X.2011.6.1,,,,4.8,702327X,1,22.8,0,,15.7,,,27,,M,2011-06-01 00:00:00,VARENNES,83,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,28,,,2011,56,15.9,702327X.2011.6.2,,,,0,702327X,2,13.4,4.6,,10.8,,,47,,M,2011-06-02 00:00:00,VARENNES,68,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,33,,,2011,39,22.4,702327X.2011.6.3,,,,0,702327X,3,15.4,2.6,,8.3,,,18,,M,2011-06-03 00:00:00,VARENNES,70,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,20.8,702327X.2011.6.4,,,,0,702327X,4,13.4,4.6,,5.9,,,27,,M,2011-06-04 00:00:00,VARENNES,83,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,22.9,702327X.2011.6.5,,,,0,702327X,5,16.9,1.1,,10.8,,,47,,M,2011-06-05 00:00:00,VARENNES,80,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,26.9,702327X.2011.6.6,,,,0.6,702327X,6,18.6,0,,10.3,,,34,,M,2011-06-06 00:00:00,VARENNES,89,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,29.6,702327X.2011.6.7,,,,4.3,702327X,7,22.3,0,,15,,,32,,M,2011-06-07 00:00:00,VARENNES,81,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,25,,,2011,89,32.1,702327X.2011.6.8,,,,7.6,702327X,8,25.6,0,,19.1,,,48,,M,2011-06-08 00:00:00,VARENNES,83,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,2,,,2011,44,28.3,702327X.2011.6.9,,,,4.4,702327X,9,22.4,0,,16.5,,,61,,M,2011-06-09 00:00:00,VARENNES,85,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,1,,,2011,33,22.2,702327X.2011.6.10,,,,0,702327X,10,17.5,0.5,,12.8,,,28,,M,2011-06-10 00:00:00,VARENNES,62,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,12,,,2011,39,22.1,702327X.2011.6.11,,,,0,702327X,11,17.5,0.5,,12.9,,,45,,M,2011-06-11 00:00:00,VARENNES,92,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,16.5,702327X.2011.6.12,,,,0,702327X,12,14.7,3.3,,12.9,,,88,,M,2011-06-12 00:00:00,VARENNES,96,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,3,,,2011,41,14.1,702327X.2011.6.13,,,,0,702327X,13,12.3,5.7,,10.5,,,82,,M,2011-06-13 00:00:00,VARENNES,96,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,3,,,2011,41,22.7,702327X.2011.6.14,,,,0,702327X,14,16.6,1.4,,10.5,,,39,,M,2011-06-14 00:00:00,VARENNES,88,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,29.2,702327X.2011.6.15,,,,2.5,702327X,15,20.5,0,,11.7,,,27,,M,2011-06-15 00:00:00,VARENNES,91,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,24,,,2011,35,31.3,702327X.2011.6.16,,,,5.4,702327X,16,23.4,0,,15.5,,,22,,M,2011-06-16 00:00:00,VARENNES,89,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,21,,,2011,33,27.7,702327X.2011.6.17,,,,4,702327X,17,22,0,,16.3,,,41,,M,2011-06-17 00:00:00,VARENNES,86,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,30,,,2011,41,27.4,702327X.2011.6.18,,,,1.4,702327X,18,19.4,0,,11.3,,,21,,M,2011-06-18 00:00:00,VARENNES,94,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,33,,,2011,32,24.4,702327X.2011.6.19,,,,0,702327X,19,17.5,0.5,,10.5,,,32,,M,2011-06-19 00:00:00,VARENNES,76,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,25,702327X.2011.6.20,,,,0,702327X,20,17.6,0.4,,10.2,,,31,,M,2011-06-20 00:00:00,VARENNES,86,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,1,,,2011,39,28,702327X.2011.6.21,,,,1.9,702327X,21,19.9,0,,11.8,,,26,,M,2011-06-21 00:00:00,VARENNES,83,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,27.2,702327X.2011.6.22,,,,1.1,702327X,22,19.1,0,,10.9,,,33,,M,2011-06-22 00:00:00,VARENNES,90,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,21.8,702327X.2011.6.23,,,,1.2,702327X,23,19.2,0,,16.6,,,74,,M,2011-06-23 00:00:00,VARENNES,93,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,17.2,702327X.2011.6.24,,,,0,702327X,24,15.8,2.2,,14.4,,,85,,M,2011-06-24 00:00:00,VARENNES,96,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,20.7,702327X.2011.6.25,,,,0,702327X,25,17.2,0.8,,13.6,,,84,,M,2011-06-25 00:00:00,VARENNES,97,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,23.3,702327X.2011.6.26,,,,0.8,702327X,26,18.8,0,,14.3,,,65,,M,2011-06-26 00:00:00,VARENNES,94,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,28,702327X.2011.6.27,,,,2.6,702327X,27,20.6,0,,13.1,,,28,,M,2011-06-27 00:00:00,VARENNES,96,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,M,,0,M,,2011,0,,702327X.2011.6.28,,E,,,702327X,28,,,M,14.2,,M,,,M,2011-06-28 00:00:00,VARENNES,,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,24,,,2011,43,20.8,702327X.2011.6.29,,,,0,702327X,29,17.7,0.3,,14.5,,,69,,M,2011-06-29 00:00:00,VARENNES,93,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,28,,,2011,33,19.9,702327X.2011.6.30,,,,0,702327X,30,17.1,0.9,,14.2,,,66,,M,2011-06-30 00:00:00,VARENNES,88,QC,6,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,26.8,702327X.2011.7.1,,,,2.4,702327X,1,20.4,0,,13.9,,,50,,M,2011-07-01 00:00:00,VARENNES,91,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,20,,,2011,33,29.9,702327X.2011.7.2,,,,5.4,702327X,2,23.4,0,,16.8,,,37,,M,2011-07-02 00:00:00,VARENNES,90,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,23,,,2011,32,31.3,702327X.2011.7.3,,,,7.7,702327X,3,25.7,0,,20,,,52,,M,2011-07-03 00:00:00,VARENNES,87,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,29,,,2011,35,31.2,702327X.2011.7.4,,,,6.8,702327X,4,24.8,0,,18.3,,,26,,M,2011-07-04 00:00:00,VARENNES,93,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,25,,,2011,37,30.7,702327X.2011.7.5,,,,6.2,702327X,5,24.2,0,,17.7,,,36,,M,2011-07-05 00:00:00,VARENNES,86,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,23,,,2011,46,24.5,702327X.2011.7.6,,,,2.9,702327X,6,20.9,0,,17.2,,,53,,M,2011-07-06 00:00:00,VARENNES,91,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,25.2,702327X.2011.7.7,,,,1.8,702327X,7,19.8,0,,14.4,,,32,,M,2011-07-07 00:00:00,VARENNES,86,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,34,,,2011,50,27.8,702327X.2011.7.8,,,,1.7,702327X,8,19.7,0,,11.6,,,39,,M,2011-07-08 00:00:00,VARENNES,92,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,36,,,2011,32,26.5,702327X.2011.7.9,,,,2.3,702327X,9,20.3,0,,14.1,,,35,,M,2011-07-09 00:00:00,VARENNES,94,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,24,,,2011,32,28.6,702327X.2011.7.10,,,,3.9,702327X,10,21.9,0,,15.1,,,46,,M,2011-07-10 00:00:00,VARENNES,82,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,29,,,2011,50,31.4,702327X.2011.7.11,,,,7.6,702327X,11,25.6,0,,19.8,,,44,,M,2011-07-11 00:00:00,VARENNES,94,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,27,,,2011,61,30.1,702327X.2011.7.12,,,,5.8,702327X,12,23.8,0,,17.5,,,51,,M,2011-07-12 00:00:00,VARENNES,95,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,3,,,2011,33,25.4,702327X.2011.7.13,,,,1.2,702327X,13,19.2,0,,13,,,37,,M,2011-07-13 00:00:00,VARENNES,85,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,27.5,702327X.2011.7.14,,,,2.1,702327X,14,20.1,0,,12.7,,,36,,M,2011-07-14 00:00:00,VARENNES,89,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,29.4,702327X.2011.7.15,,,,3.1,702327X,15,21.1,0,,12.7,,,28,,M,2011-07-15 00:00:00,VARENNES,85,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,31.1,702327X.2011.7.16,,,,5.5,702327X,16,23.5,0,,15.9,,,30,,M,2011-07-16 00:00:00,VARENNES,83,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,26,,,2011,74,32.1,702327X.2011.7.17,,,,7,702327X,17,25,0,,17.8,,,42,,M,2011-07-17 00:00:00,VARENNES,87,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,29.2,702327X.2011.7.18,,,,6.3,702327X,18,24.3,0,,19.4,,,52,,M,2011-07-18 00:00:00,VARENNES,91,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,28.2,702327X.2011.7.19,,,,4.1,702327X,19,22.1,0,,16,,,35,,M,2011-07-19 00:00:00,VARENNES,81,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,23,,,2011,46,32.7,702327X.2011.7.20,,,,7,702327X,20,25,0,,17.2,,,44,,M,2011-07-20 00:00:00,VARENNES,81,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,25,,,2011,59,35.4,702327X.2011.7.21,,,,11.7,702327X,21,29.7,0,,24,,,45,,M,2011-07-21 00:00:00,VARENNES,84,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,24,,,2011,43,32.7,702327X.2011.7.22,,,,10.6,702327X,22,28.6,0,,24.4,,,38,,M,2011-07-22 00:00:00,VARENNES,84,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,30,,,2011,44,32.9,702327X.2011.7.23,,,,7.4,702327X,23,25.4,0,,17.8,,,32,,M,2011-07-23 00:00:00,VARENNES,76,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,3,,,2011,32,26.8,702327X.2011.7.24,,,,2.7,702327X,24,20.7,0,,14.6,,,30,,M,2011-07-24 00:00:00,VARENNES,80,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,26.8,702327X.2011.7.25,,,,1.5,702327X,25,19.5,0,,12.2,,,47,,M,2011-07-25 00:00:00,VARENNES,88,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,29,,,2011,46,25.3,702327X.2011.7.26,,,,2.3,702327X,26,20.3,0,,15.2,,,61,,M,2011-07-26 00:00:00,VARENNES,95,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,26.3,702327X.2011.7.27,,,,2.2,702327X,27,20.2,0,,14.1,,,53,,M,2011-07-27 00:00:00,VARENNES,96,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,28.9,702327X.2011.7.28,,,,3.5,702327X,28,21.5,0,,14,,,51,,M,2011-07-28 00:00:00,VARENNES,95,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,31,,,2011,43,25.7,702327X.2011.7.29,,,,3.8,702327X,29,21.8,0,,17.8,,,75,,M,2011-07-29 00:00:00,VARENNES,93,QC,7,,M,M,
-73.37666666666667,45.723055555555554,,,,0,,,2011,0,28.3,702327X.2011.7.30,,,,3.6,702327X,30,21.6,0,,14.8,,,36,,M,2011-07-30 00:00:00,VARENNES,93,QC,7,,M,M,
