oldidentifierfrompreviousfile,fid,src_agency,latitude,longitude,date,sizeha,cause,protzone,ecoz_name,wildlat1,coordinates,Unnamed: 0_y,coordinates1,climlatitude,climlongitude,firelat_radians,firelong_radians,climlat_radians,climlong_radians,distance_km
48016,328631,QC,46.6414,-71.9463,25-09-2019,0,H,Intensive,MixedWood Plain,"(45, 50]","46.6414,-71.9463",43,"46.6667,-71.9167",46.6667,-71.9167,0.814045998,-1.25569982,0.814487566,-1.255183202,3.605818134
48017,328632,QC,46.5574,-72.7801,11-10-2019,0.2,H,Intensive,Boreal Shield East,"(45, 50]","46.5574,-72.7801",63,"46.6667,-72.6",46.6667,-72.6,0.812579921,-1.270252375,0.814487566,-1.267109037,18.34484921
48018,328633,QC,46.0857,-72.1706,21-04-2018,0,H,Intensive,MixedWood Plain,"(45, 50]","46.0857,-72.1706",221,"46.1667,-72.3333",46.1667,-72.3333,0.804347203,-1.259614593,0.80576092,-1.262454244,15.42857194
48019,328634,QC,45.5708,-72.6264,23-04-2018,0.4,H,Intensive,MixedWood Plain,"(45, 50]","45.5708,-72.6264",215,"45.7333,-72.6167",45.7333,-72.6167,0.795360503,-1.267569804,0.798196663,-1.267400507,18.07354375
48020,328635,QC,45.2485,-72.5905,24-04-2018,3.3,H,Intensive,MixedWood Plain,"(45, 50]","45.2485,-72.5905",8,"45.1833,-72.5667",45.1833,-72.5667,0.789735307,-1.266943231,0.788597352,-1.266527842,7.481060709
48021,328636,QC,45.2318,-72.7064,24-04-2018,0,H,Intensive,Atlantic Maritime,"(45, 50]","45.2318,-72.7064",8,"45.1833,-72.5667",45.1833,-72.5667,0.789443837,-1.268966067,0.788597352,-1.266527842,12.19321298
48022,328637,QC,45.2469,-72.5918,02-05-2018,0.2,H,Intensive,MixedWood Plain,"(45, 50]","45.2469,-72.5918",8,"45.1833,-72.5667",45.1833,-72.5667,0.789707381,-1.26696592,0.788597352,-1.266527842,7.335604088
48023,328638,QC,46.6154,-72.6724,08-05-2018,0.5,H,Intensive,Boreal Shield East,"(45, 50]","46.6154,-72.6724",63,"46.6667,-72.6",46.6667,-72.6,0.813592212,-1.268372655,0.814487566,-1.267109037,7.937879401
48024,328639,QC,46.379,-72.6001,10-05-2018,0.1,H,Intensive,MixedWood Plain,"(45, 50]","46.379,-72.6001",231,"46.3833,-72.6167",46.3833,-72.6167,0.809466254,-1.267110782,0.809541303,-1.267400507,1.359319658
48025,328640,QC,45.3579,-72.5353,05-05-2018,0.2,H,Intensive,MixedWood Plain,"(45, 50]","45.3579,-72.5353",51,"45.3833,-72.7167",45.3833,-72.7167,0.791644697,-1.265979809,0.79208801,-1.269145836,14.43997882
48026,328641,QC,46.2981,-72.6491,12-05-2018,0.1,H,Intensive,MixedWood Plain,"(45, 50]","46.2981,-72.6491",232,"46.35,-72.6667",46.35,-72.6667,0.808054282,-1.267965994,0.808960108,-1.268273172,5.923431639
48027,328642,QC,46.813,-70.7289,17-05-2018,0.2,H,Intensive,Atlantic Maritime,"(45, 50]","46.813,-70.7289",180,"46.8667,-70.8833",46.8667,-70.8833,0.817040983,-1.234452181,0.817978225,-1.23714697,13.16650785
48028,328643,QC,45.3571,-72.627,18-05-2018,0,H,Intensive,MixedWood Plain,"(45, 50]","45.3571,-72.627",51,"45.3833,-72.7167",45.3833,-72.7167,0.791630734,-1.267580276,0.79208801,-1.269145836,7.583829652
48029,328644,QC,46.5118,-72.6702,19-05-2018,0,H,Intensive,MixedWood Plain,"(45, 50]","46.5118,-72.6702",231,"46.3833,-72.6167",46.3833,-72.6167,0.811784051,-1.268334258,0.809541303,-1.267400507,14.85551586
48030,328645,QC,46.791,-70.7469,19-05-2018,0.1,H,Intensive,Atlantic Maritime,"(45, 50]","46.791,-70.7469",180,"46.8667,-70.8833",46.8667,-70.8833,0.81665701,-1.234766341,0.817978225,-1.23714697,13.35329291
48031,328646,QC,46.5023,-71.2941,25-05-2018,2.8,H,Intensive,MixedWood Plain,"(45, 50]","46.5023,-71.2941",179,"46.5,-71.0833",46.5,-71.0833,0.811618245,-1.244316782,0.811578102,-1.240637628,16.12650533
48032,328647,QC,46.5211,-71.6467,30-05-2018,0.2,H,Intensive,MixedWood Plain,"(45, 50]","46.5211,-71.6467",195,"46.4833,-71.5667",46.4833,-71.5667,0.811946367,-1.250470813,0.811286632,-1.24907455,7.422224935
48033,328648,QC,46.4277,-71.7309,30-05-2018,0.1,H,Intensive,MixedWood Plain,"(45, 50]","46.4277,-71.7309",102,"46.3333,-71.6667",46.3333,-71.6667,0.810316229,-1.25194038,0.808668638,-1.250819879,11.58737559
48034,328649,QC,46.4544,-71.6902,30-05-2018,0.1,H,Intensive,MixedWood Plain,"(45, 50]","46.4544,-71.6902",195,"46.4833,-71.5667",46.4833,-71.5667,0.810782232,-1.251230031,0.811286632,-1.24907455,9.983027336
48035,328650,QC,46.5333,-71.6393,30-05-2018,0.1,H,Intensive,MixedWood Plain,"(45, 50]","46.5333,-71.6393",195,"46.4833,-71.5667",46.4833,-71.5667,0.812159297,-1.250341659,0.811286632,-1.24907455,7.855131987
48036,328651,QC,46.4996,-71.6598,30-05-2018,0.1,H,Intensive,MixedWood Plain,"(45, 50]","46.4996,-71.6598",195,"46.4833,-71.5667",46.4833,-71.5667,0.811571121,-1.250699451,0.811286632,-1.24907455,7.349371972
48037,328652,QC,46.4518,-71.5073,03-06-2018,0.1,H,Intensive,MixedWood Plain,"(45, 50]","46.4518,-71.5073",195,"46.4833,-71.5667",46.4833,-71.5667,0.810736853,-1.248037824,0.811286632,-1.24907455,5.737861415
48038,328653,QC,46.3676,-71.8499,24-05-2018,0,H,Intensive,MixedWood Plain,"(45, 50]","46.3676,-71.8499",102,"46.3333,-71.6667",46.3333,-71.6667,0.809267286,-1.254017322,0.808668638,-1.250819879,14.55986601
48039,328654,QC,46.1418,-72.4298,27-05-2018,0,H,Intensive,MixedWood Plain,"(45, 50]","46.1418,-72.4298",221,"46.1667,-72.3333",46.1667,-72.3333,0.805326333,-1.264138487,0.80576092,-1.262454244,7.927034488
48040,328655,QC,46.3856,-71.8783,12-06-2018,0.1,H,Intensive,MixedWood Plain,"(45, 50]","46.3856,-71.8783",95,"46.3036,-72.0608",46.3036,-72.0608,0.809581446,-1.254512996,0.808150276,-1.257698222,16.70420504
48041,328656,QC,45.4771,-72.3259,01-08-2018,0.2,H,Intensive,Atlantic Maritime,"(45, 50]","45.4771,-72.3259",7,"45.4,-72.2667",45.4,-72.2667,0.793725129,-1.262325089,0.79237948,-1.261291855,9.732114433
48042,328657,QC,46.3073,-71.5737,17-08-2018,0,H,Intensive,Atlantic Maritime,"(45, 50]","46.3073,-71.5737",102,"46.3333,-71.6667",46.3333,-71.6667,0.808214853,-1.249196723,0.808668638,-1.250819879,7.699988799
48043,328658,QC,46.331,-72.8542,17-09-2018,0.1,H,Intensive,MixedWood Plain,"(45, 50]","46.331,-72.8542",230,"46.3517,-72.6806",46.3517,-72.6806,0.808628496,-1.271545664,0.808989779,-1.268515772,13.5151557
48044,328659,QC,46.5608,-71.8792,25-09-2018,0,H,Intensive,MixedWood Plain,"(45, 50]","46.5608,-71.8792",43,"46.6667,-71.9167",46.6667,-71.9167,0.812639262,-1.254528704,0.814487566,-1.255183202,12.1112853
48045,328660,QC,45.3562,-72.6141,20-10-2018,0.2,H,Intensive,MixedWood Plain,"(45, 50]","45.3562,-72.6141",51,"45.3833,-72.7167",45.3833,-72.7167,0.791615026,-1.267355128,0.79208801,-1.269145836,8.557252747
48046,328661,QC,45.2533,-73.0163,09-04-2017,0.6,H,Intensive,MixedWood Plain,"(45, 50]","45.2533,-73.0163",47,"45.3,-72.9",45.3,-72.9,0.789819082,-1.274374843,0.790634151,-1.272345025,10.47080778
48047,328662,QC,45.7538,-72.363,15-04-2017,0.4,H,Intensive,MixedWood Plain,"(45, 50]","45.7538,-72.363",167,"45.8253,-72.537",45.8253,-72.537,0.798554455,-1.262972607,0.799802366,-1.26600948,15.64974554
48048,328663,QC,45.4627,-72.7115,24-04-2017,0,H,Intensive,MixedWood Plain,"(45, 50]","45.4627,-72.7115",51,"45.3833,-72.7167",45.3833,-72.7167,0.793473802,-1.269055079,0.79208801,-1.269145836,8.832650423
48049,328664,QC,46.105,-72.2576,25-04-2017,0.3,H,Intensive,MixedWood Plain,"(45, 50]","46.105,-72.2576",221,"46.1667,-72.3333",46.1667,-72.3333,0.804684052,-1.26113303,0.80576092,-1.262454244,8.999460535
48050,328665,QC,46.9353,-70.5975,29-04-2017,0,H,Intensive,MixedWood Plain,"(45, 50]","46.9353,-70.5975",74,"46.9967,-70.8083",46.9967,-70.8083,0.81917552,-1.232158819,0.820247153,-1.235837973,17.38129394
48051,328666,QC,45.3386,-72.6214,29-04-2017,0.1,H,Intensive,MixedWood Plain,"(45, 50]","45.3386,-72.6214",51,"45.3833,-72.7167",45.3833,-72.7167,0.791307848,-1.267482537,0.79208801,-1.269145836,8.94672424
48052,328667,QC,45.2737,-72.9695,29-04-2017,0,H,Intensive,MixedWood Plain,"(45, 50]","45.2737,-72.9695",47,"45.3,-72.9",45.3,-72.9,0.79017513,-1.273558029,0.790634151,-1.272345025,6.169828572
48053,328668,QC,47.0634,-70.8602,21-05-2017,2.6,H,Intensive,Boreal Shield East,"(45, 50]","47.0634,-70.8602",17,"47.0786,-70.7808",47.0786,-70.7808,0.821411287,-1.236743799,0.821676577,-1.235358007,6.242365752
48054,328669,QC,46.4878,-72.8268,28-05-2017,0.2,H,Intensive,MixedWood Plain,"(45, 50]","46.4878,-72.8268",230,"46.3517,-72.6806",46.3517,-72.6806,0.811365172,-1.271067444,0.808989779,-1.268515772,18.81954876
48055,328670,QC,46.368,-71.5335,10-06-2017,0,H,Intensive,MixedWood Plain,"(45, 50]","46.368,-71.5335",102,"46.3333,-71.6667",46.3333,-71.6667,0.809274268,-1.2484951,0.808668638,-1.250819879,10.92033612
48056,328671,QC,45.2847,-72.9936,13-06-2017,0,H,Intensive,MixedWood Plain,"(45, 50]","45.2847,-72.9936",47,"45.3,-72.9",45.3,-72.9,0.790367116,-1.273978653,0.790634151,-1.272345025,7.51214615
48057,328672,QC,45.3145,-73.0259,09-06-2017,0,H,Intensive,MixedWood Plain,"(45, 50]","45.3145,-73.0259",47,"45.3,-72.9",45.3,-72.9,0.790887224,-1.274542394,0.790634151,-1.272345025,9.970749659
48058,328673,QC,46.6529,-72.6994,13-06-2017,0,H,Intensive,Boreal Shield East,"(45, 50]","46.6529,-72.6994",63,"46.6667,-72.6",46.6667,-72.6,0.814246711,-1.268843894,0.814487566,-1.267109037,7.734623615
48059,328674,QC,47.3008,-70.0809,02-08-2017,0,H,Intensive,MixedWood Plain,"(45, 50]","47.3008,-70.0809",94,"47.3558,-70.0319",47.3558,-70.0319,0.825554699,-1.223142448,0.82651463,-1.222287236,7.139767973
48060,328675,QC,45.4804,-72.6555,02-08-2017,0,H,Intensive,MixedWood Plain,"(45, 50]","45.4804,-72.6555",51,"45.3833,-72.7167",45.3833,-72.7167,0.793782725,-1.268077695,0.79208801,-1.269145836,11.79858772
48061,328676,QC,46.9252,-70.5646,10-08-2017,0,H,Intensive,MixedWood Plain,"(45, 50]","46.9252,-70.5646",74,"46.9967,-70.8083",46.9967,-70.8083,0.818999242,-1.231584605,0.820247153,-1.235837973,20.1182587
48062,328677,QC,46.0259,-71.9442,27-08-2017,0,H,Intensive,MixedWood Plain,"(45, 50]","46.0259,-71.9442",4,"46.0167,-71.95",46.0167,-71.95,0.803303496,-1.255663168,0.803142926,-1.255764397,1.116022008
48063,328678,QC,45.474,-72.5166,02-10-2017,0,L,Intensive,MixedWood Plain,"(45, 50]","45.474,-72.5166",51,"45.3833,-72.7167",45.3833,-72.7167,0.793671024,-1.265653432,0.79208801,-1.269145836,18.5771564
48064,328679,QC,45.4521,-72.8655,24-10-2017,23,H,Intensive,MixedWood Plain,"(45, 50]","45.4521,-72.8655",41,"45.3728,-72.7739",45.3728,-72.7739,0.793288797,-1.271742886,0.791904751,-1.270144165,11.34530733
48065,328680,QC,45.7519,-72.5333,23-10-2017,0.2,H,Intensive,MixedWood Plain,"(45, 50]","45.7519,-72.5333",215,"45.7333,-72.6167",45.7333,-72.6167,0.798521294,-1.265944902,0.798196663,-1.267400507,6.790099023
48066,328681,QC,45.7227,-72.5337,24-10-2017,0.1,H,Intensive,MixedWood Plain,"(45, 50]","45.7227,-72.5337",215,"45.7333,-72.6167",45.7333,-72.6167,0.798011658,-1.265951884,0.798196663,-1.267400507,6.545389427
48067,328682,QC,45.4957,-72.3855,24-10-2017,0,H,Intensive,MixedWood Plain,"(45, 50]","45.4957,-72.3855",7,"45.4,-72.2667",45.4,-72.2667,0.79404976,-1.263365306,0.79237948,-1.261291855,14.10233712
48068,328683,QC,45.5612,-72.3934,19-10-2017,1.3,H,Intensive,MixedWood Plain,"(45, 50]","45.5612,-72.3934",7,"45.4,-72.2667",45.4,-72.2667,0.795192951,-1.263503187,0.79237948,-1.261291855,20.45342643
48069,328684,QC,45.1217,-72.8268,24-10-2017,0,H,Intensive,Atlantic Maritime,"(45, 50]","45.1217,-72.8268",238,"45.0667,-72.6833",45.0667,-72.6833,0.787522229,-1.271067444,0.786562298,-1.268562896,12.80943549
48070,328720,QC,46.1415,-71.7368,13-05-2019,0.8,H,Intensive,Atlantic Maritime,"(45, 50]","46.1415,-71.7368",194,"46.1,-71.5833",46.1,-71.5833,0.805321097,-1.252043355,0.804596785,-1.249364274,12.69095065
48071,328721,QC,46.3565,-70.7673,04-07-2019,0.2,H,Intensive,Atlantic Maritime,"(45, 50]","46.3565,-70.7673",247,"46.3833,-70.9333",46.3833,-70.9333,0.809073555,-1.235122388,0.809541303,-1.238019634,13.07203659
48072,328722,QC,46.8858,-70.4927,26-07-2019,0.6,H,Intensive,Atlantic Maritime,"(45, 50]","46.8858,-70.4927",74,"46.9967,-70.8083",46.9967,-70.8083,0.818311582,-1.230329714,0.820247153,-1.235837973,26.92996546
48073,328723,QC,46.1051,-70.685,27-07-2019,0.1,H,Intensive,Atlantic Maritime,"(45, 50]","46.1051,-70.685",192,"46.05,-70.5167",46.05,-70.5167,0.804685797,-1.233685982,0.803724121,-1.230748593,14.34584787
48074,328724,QC,46.2273,-71.0446,08-05-2018,0,H,Intensive,Atlantic Maritime,"(45, 50]","46.2273,-71.0446",219,"46.3333,-71.05",46.3333,-71.05,0.806818589,-1.239962186,0.808668638,-1.240056434,11.7865608
48075,328725,QC,46.0824,-70.7971,08-05-2018,0.1,H,Intensive,Atlantic Maritime,"(45, 50]","46.0824,-70.7971",193,"46.0667,-70.9667",46.0667,-70.9667,0.804289607,-1.235642496,0.804015591,-1.238602574,13.19033812
48076,328726,QC,45.8912,-71.6043,09-05-2018,0.1,H,Intensive,Atlantic Maritime,"(45, 50]","45.8912,-71.6043",194,"46.1,-71.5833",46.1,-71.5833,0.800952538,-1.249730794,0.804596785,-1.249364274,23.25949169
48077,328727,QC,45.7866,-71.9146,16-05-2018,0.1,H,Intensive,Atlantic Maritime,"(45, 50]","45.7866,-71.9146",26,"45.8167,-71.9833",45.8167,-71.9833,0.799126923,-1.25514655,0.799652267,-1.256345591,6.286016795
48078,328728,QC,45.9297,-70.4801,16-05-2018,0,H,Intensive,Atlantic Maritime,"(45, 50]","45.9297,-70.4801",220,"45.9333,-70.4833",45.9333,-70.4833,0.801624489,-1.230109802,0.801687321,-1.230165653,0.470330398
48079,328729,QC,47.3855,-69.6522,19-05-2018,23.2,H,Intensive,Atlantic Maritime,"(45, 50]","47.3855,-69.6522",94,"47.3558,-70.0319",47.3558,-70.0319,0.827032993,-1.215660221,0.82651463,-1.222287236,28.76608079
48080,328730,QC,46.1972,-71.2562,19-05-2018,0.8,H,Intensive,Atlantic Maritime,"(45, 50]","46.1972,-71.2562",216,"46.25,-71.2167",46.25,-71.2167,0.806293245,-1.243655302,0.807214779,-1.242965897,6.606716902
48081,328731,QC,46.2911,-70.6352,24-05-2018,0.2,H,Intensive,Atlantic Maritime,"(45, 50]","46.2911,-70.6352",217,"46.2167,-70.5",46.2167,-70.5,0.807932109,-1.232816808,0.806633584,-1.230457123,13.27699555
48082,328732,QC,47.1865,-69.9114,02-06-2018,0.6,H,Intensive,Atlantic Maritime,"(45, 50]","47.1865,-69.9114",94,"47.3558,-70.0319",47.3558,-70.0319,0.823559787,-1.220184115,0.82651463,-1.222287236,20.89259283
48083,328733,QC,46.1927,-71.6861,03-06-2018,1.4,H,Intensive,Atlantic Maritime,"(45, 50]","46.1927,-71.6861",194,"46.1,-71.5833",46.1,-71.5833,0.806214705,-1.251158473,0.804596785,-1.249364274,12.99062752
48084,328734,QC,45.9576,-71.3065,30-05-2018,0,H,Intensive,Atlantic Maritime,"(45, 50]","45.9576,-71.3065",239,"46.1,-71.35",46.1,-71.35,0.802111436,-1.244533203,0.804596785,-1.245292421,16.1762111
48085,328735,QC,46.757,-70.1253,08-06-2018,0,H,Intensive,Atlantic Maritime,"(45, 50]","46.757,-70.1253",242,"46.7333,-70.0167",46.7333,-70.0167,0.816063598,-1.223917374,0.815649955,-1.222021946,8.678909239
48086,328736,QC,46.2505,-71.6095,12-06-2018,0.2,H,Intensive,Atlantic Maritime,"(45, 50]","46.2505,-71.6095",102,"46.3333,-71.6667",46.3333,-71.6667,0.807223506,-1.249821551,0.808668638,-1.250819879,10.19569774
48087,328737,QC,46.6823,-70.1517,12-06-2018,0.1,H,Intensive,Atlantic Maritime,"(45, 50]","46.6823,-70.1517",242,"46.7333,-70.0167",46.7333,-70.0167,0.814759837,-1.224378141,0.815649955,-1.222021946,11.74492538
48088,328738,QC,46.1181,-70.6999,10-06-2018,0.1,H,Intensive,Atlantic Maritime,"(45, 50]","46.1181,-70.6999",192,"46.05,-70.5167",46.05,-70.5167,0.80491269,-1.233946036,0.803724121,-1.230748593,16.02047278
48089,328739,QC,46.804,-69.929,27-06-2018,0,H,Intensive,Atlantic Maritime,"(45, 50]","46.804,-69.929",242,"46.7333,-70.0167",46.7333,-70.0167,0.816883903,-1.220491293,0.815649955,-1.222021946,10.30943007
48090,328740,QC,46.7062,-70.1853,08-07-2018,0,H,Intensive,Atlantic Maritime,"(45, 50]","46.7062,-70.1853",242,"46.7333,-70.0167",46.7333,-70.0167,0.815176971,-1.224964571,0.815649955,-1.222021946,13.19288769
48091,328741,QC,46.5961,-70.3892,13-07-2018,0.1,H,Intensive,Atlantic Maritime,"(45, 50]","46.5961,-70.3892",201,"46.4833,-70.2167",46.4833,-70.2167,0.813255364,-1.228523298,0.811286632,-1.225512605,18.19287801
48092,328742,QC,46.0715,-71.5528,11-08-2018,0,H,Intensive,Atlantic Maritime,"(45, 50]","46.0715,-71.5528",194,"46.1,-71.5833",46.1,-71.5833,0.804099366,-1.248831949,0.804596785,-1.249364274,3.944160475
48093,328743,QC,47.3063,-69.947,15-09-2018,0.3,H,Intensive,Atlantic Maritime,"(45, 50]","47.3063,-69.947",94,"47.3558,-70.0319",47.3558,-70.0319,0.825650692,-1.220805452,0.82651463,-1.222287236,8.434771623
48094,328744,QC,45.873,-71.5691,24-04-2017,0,H,Intensive,Atlantic Maritime,"(45, 50]","45.873,-71.5691",194,"46.1,-71.5833",46.1,-71.5833,0.800634888,-1.249116438,0.804596785,-1.249364274,25.24921738
48095,328745,QC,46.7595,-69.9584,16-05-2017,0.3,H,Intensive,Atlantic Maritime,"(45, 50]","46.7595,-69.9584",242,"46.7333,-70.0167",46.7333,-70.0167,0.816107232,-1.221004419,0.815649955,-1.222021946,5.308884489
48096,328746,QC,46.1304,-70.4996,29-05-2017,0,H,Intensive,Atlantic Maritime,"(45, 50]","46.1304,-70.4996",192,"46.05,-70.5167",46.05,-70.5167,0.805127365,-1.230450141,0.803724121,-1.230748593,9.031130787
48097,328747,QC,46.7952,-69.9379,11-06-2017,0,H,Intensive,Atlantic Maritime,"(45, 50]","46.7952,-69.9379",242,"46.7333,-70.0167",46.7333,-70.0167,0.816730314,-1.220646627,0.815649955,-1.222021946,9.126645729
48098,328748,QC,46.2238,-71.5225,10-06-2017,0,H,Intensive,Atlantic Maritime,"(45, 50]","46.2238,-71.5225",194,"46.1,-71.5833",46.1,-71.5833,0.806757503,-1.248303114,0.804596785,-1.249364274,14.53141492
48099,328749,QC,46.3087,-70.8344,11-06-2017,0.1,H,Intensive,Atlantic Maritime,"(45, 50]","46.3087,-70.8344",247,"46.3833,-70.9333",46.3833,-70.9333,0.808239287,-1.236293504,0.809541303,-1.238019634,11.23741666
48100,328750,QC,46.1023,-70.8124,11-06-2017,0,H,Intensive,Atlantic Maritime,"(45, 50]","46.1023,-70.8124",193,"46.0667,-70.9667",46.0667,-70.9667,0.804636928,-1.235909531,0.804015591,-1.238602574,12.53354243
48101,328751,QC,46.7472,-70.1449,05-09-2017,0,H,Intensive,Atlantic Maritime,"(45, 50]","46.7472,-70.1449",242,"46.7333,-70.0167",46.7333,-70.0167,0.815892556,-1.224259458,0.815649955,-1.222021946,9.884481096
48102,328752,QC,45.5691,-70.9462,22-08-2017,0,L,Intensive,Atlantic Maritime,"(45, 50]","45.5691,-70.9462",97,"45.6,-70.8833",45.6,-70.8833,0.795330832,-1.238244782,0.795870139,-1.23714697,5.976685212
48103,328753,QC,46.7416,-70.1591,05-10-2017,0,H,Intensive,Atlantic Maritime,"(45, 50]","46.7416,-70.1591",242,"46.7333,-70.0167",46.7333,-70.0167,0.815794818,-1.224507295,0.815649955,-1.222021946,10.88415711
48104,328754,QC,45.938,-70.907,22-10-2017,0,H,Intensive,Atlantic Maritime,"(45, 50]","45.938,-70.907",193,"46.0667,-70.9667",46.0667,-70.9667,0.801769352,-1.237560613,0.804015591,-1.238602574,15.02590429
48105,328777,QC,45.9592,-73.7242,10-06-2019,0.2,H,Intensive,Boreal Shield East,"(45, 50]","45.9592,-73.7242",208,"45.95,-73.5833",45.95,-73.5833,0.802139362,-1.286730028,0.801978791,-1.284270859,10.93345624
48106,328778,QC,45.9589,-73.7257,11-06-2017,0,H,Intensive,Boreal Shield East,"(45, 50]","45.9589,-73.7257",208,"45.95,-73.5833",45.95,-73.5833,0.802134126,-1.286756208,0.801978791,-1.284270859,11.04583454
48107,328781,QC,45.949,-73.3592,06-05-2019,0,H,Intensive,MixedWood Plain,"(45, 50]","45.949,-73.3592",64,"46.0167,-73.4333",46.0167,-73.4333,0.801961338,-1.280359577,0.803142926,-1.281652866,9.451857434
48108,328782,QC,46.1321,-73.5045,08-05-2019,0.7,H,Intensive,MixedWood Plain,"(45, 50]","46.1321,-73.5045",206,"46.2,-73.6",46.2,-73.6,0.805157036,-1.28289554,0.806342114,-1.284562329,10.53344955
48109,328783,QC,45.6339,-74.4001,09-06-2019,0.2,H,Intensive,MixedWood Plain,"(45, 50]","45.6339,-74.4001",106,"45.65,-74.3333",45.65,-74.3333,0.796461806,-1.298526709,0.796742804,-1.297360829,5.489556347
48110,328784,QC,45.9484,-73.4297,09-06-2019,0.1,H,Intensive,MixedWood Plain,"(45, 50]","45.9484,-73.4297",64,"46.0167,-73.4333",46.0167,-73.4333,0.801950866,-1.281590034,0.803142926,-1.281652866,7.594934305
48111,328785,QC,45.7822,-73.9734,06-08-2019,0.1,H,Intensive,Boreal Shield East,"(45, 50]","45.7822,-73.9734",224,"45.8,-74.05",45.8,-74.05,0.799050129,-1.291079389,0.799360797,-1.292416311,6.256269696
48112,328786,QC,45.6825,-74.2196,26-08-2019,0.3,H,Intensive,Boreal Shield East,"(45, 50]","45.6825,-74.2196",106,"45.65,-74.3333",45.65,-74.3333,0.797310036,-1.29537639,0.796742804,-1.297360829,9.539804793
48113,328787,QC,45.7875,-73.8744,27-08-2019,0,H,Intensive,MixedWood Plain,"(45, 50]","45.7875,-73.8744",209,"45.7333,-73.8833",45.7333,-73.8833,0.799142631,-1.289351513,0.798196663,-1.289506847,6.062375418
48114,328788,QC,45.9221,-73.5249,20-09-2019,0,H,Intensive,MixedWood Plain,"(45, 50]","45.9221,-73.5249",208,"45.95,-73.5833",45.95,-73.5833,0.801491844,-1.283251587,0.801978791,-1.284270859,5.475639486
48115,328789,QC,45.9245,-73.4667,24-09-2019,0,H,Intensive,MixedWood Plain,"(45, 50]","45.9245,-73.4667",208,"45.95,-73.5833",45.95,-73.5833,0.801533732,-1.282235806,0.801978791,-1.284270859,9.446072949
48116,328790,QC,45.8132,-73.5946,24-04-2018,0.4,H,Intensive,MixedWood Plain,"(45, 50]","45.8132,-73.5946",120,"45.75,-73.6",45.75,-73.6,0.799591181,-1.284468082,0.798488133,-1.284562329,7.035564517
48117,328791,QC,45.4952,-73.9754,11-05-2018,0.1,H,Intensive,MixedWood Plain,"(45, 50]","45.4952,-73.9754",138,"45.5,-74.0667",45.5,-74.0667,0.794041034,-1.291114295,0.79412481,-1.292707781,7.131509664
48118,328792,QC,45.557,-73.1788,09-06-2018,0,H,Intensive,MixedWood Plain,"(45, 50]","45.557,-73.1788",236,"45.6167,-73.1333",45.6167,-73.1333,0.795119647,-1.277211003,0.796161609,-1.276416878,7.518836873
48119,328793,QC,45.8923,-73.423,11-07-2018,0.1,H,Intensive,MixedWood Plain,"(45, 50]","45.8923,-73.423",64,"46.0167,-73.4333",46.0167,-73.4333,0.800971736,-1.281473097,0.803142926,-1.281652866,13.84684815
48120,328794,QC,45.1353,-74.2012,13-07-2018,0,H,Intensive,MixedWood Plain,"(45, 50]","45.1353,-74.2012",204,"45.1208,-74.2894",45.1208,-74.2894,0.787759594,-1.295055249,0.787506521,-1.296594629,7.100263286
