,FID,SRC_AGENCY,LATITUDE,LONGITUDE,REP_DATE,SIZE_HA,CAUSE,PROTZONE,ECOZ_NAME,FireLocation,WeatherLocation,x,y,MAX_REL_HUMIDITY,LOCAL_DAY,ID,MEAN_TEMPERATURE,MIN_REL_HUMIDITY,PROVINCE_CODE,LOCAL_MONTH,TOTAL_RAIN,STATION_NAME,SPEED_MAX_GUST,TOTAL_PRECIPITATION,CLIMATE_IDENTIFIER,MAX_TEMPERATURE,LOCAL_YEAR,TOTAL_SNOW,MIN_TEMPERATURE,SNOW_ON_GROUND,Class
10,329656,QC,48.0355,-77.68559999999998,2019-07-19,0.1,L,intensive,Boreal Shield East,"(48.0355, -77.68559999999998)","48.053333333333335,-77.78277777777778",-77.78277777777778,48.053333333333335,90.66666666666667,19.0,7098605.2019.7.19,9.093333333333334,44.0,QC,7.0,0.0,VAL D'OR A,46.0,26.1,7098605,27.5,2019.0,0.0,-2.2,0.0,1.0
11,330721,QC,48.1909,-71.0901,2018-06-30,1.0,L,intensive,Boreal Shield East,"(48.1909, -71.0901)","48.30722222222222,-71.12916666666666",-71.12916666666666,48.30722222222222,90.66666666666667,30.0,7064181.2018.6.30,9.093333333333334,60.0,QC,6.0,0.0,LATERRIERE,41.77777777777778,26.1,7064181,25.2,2018.0,0.0,-2.2,0.0,1.0
12,330981,QC,48.3432,-76.8157,2019-07-28,0.1,L,intensive,Boreal Shield East,"(48.3432, -76.8157)","48.053333333333335,-77.78277777777778",-77.78277777777778,48.053333333333335,90.66666666666667,28.0,7098605.2019.7.28,13.366666666666667,44.0,QC,7.0,0.0,VAL D'OR A,32.0,26.1,7098605,27.5,2019.0,0.0,-2.2,0.0,1.0
13,331455,QC,47.3607,-77.6075,2019-07-07,1.7,L,intensive,Boreal Shield East,"(47.3607, -77.6075)","48.053333333333335,-77.78277777777778",-77.78277777777778,48.053333333333335,90.66666666666667,7.0,7098605.2019.7.7,18.80666666666667,60.13333333333333,QC,7.0,0.0,VAL D'OR A,41.75,26.1,7098605,27.5,2019.0,0.0,-2.2,0.0,1.0
14,331601,QC,47.2778,-78.0481,2019-06-17,0.3,L,intensive,Boreal Shield East,"(47.2778, -78.0481)","48.053333333333335,-77.78277777777778",-77.78277777777778,48.053333333333335,90.66666666666667,17.0,7098605.2019.6.17,12.8,65.3,QC,6.0,0.0,VAL D'OR A,39.0,26.1,7098605,27.5,2019.0,0.0,-2.2,0.0,1.0
15,331605,QC,47.558,-78.21009999999998,2019-07-04,23.0,L,intensive,Boreal Shield East,"(47.558, -78.21009999999998)","48.053333333333335,-77.78277777777778",-77.78277777777778,48.053333333333335,84.0,4.0,7098605.2019.7.4,24.2,44.0,QC,7.0,0.0,VAL D'OR A,35.0,26.1,7098605,27.5,2019.0,0.0,15.5,0.0,1.0
16,367117,QC,51.1411,-69.3006,2011-06-07,0.2,L,intensive,Boreal Shield East,"(51.1411, -69.3006)","50.65638888888889,-70.53194444444445",-70.53194444444445,50.65638888888889,90.66666666666667,7.0,706I155.2011.6.7,12.9,49.666666666666664,QC,6.0,0.0,MANOUANE EST,0.0,7.6,706I155,17.8,2011.0,0.0,8.0,0.0,1.0
17,367118,QC,52.8486,-67.3378,2012-06-11,1.3,L,nordique,Boreal Shield East,"(52.8486, -67.3378)","54.8,-66.8",-66.8,54.8,90.66666666666667,11.0,7117827.2012.6.11,18.2,44.0,QC,6.0,0.0,SCHEFFERVILLE,41.0,26.1,7117827,23.0,2012.0,0.0,13.3,0.0,1.0
18,367120,QC,51.6767,-68.6994,2013-06-02,0.1,L,intensive,Boreal Shield East,"(51.6767, -68.6994)","50.65638888888889,-70.53194444444445",-70.53194444444445,50.65638888888889,90.66666666666667,2.0,706I155.2013.6.2,7.3,95.0,QC,6.0,0.0,MANOUANE EST,0.0,26.1,706I155,9.0,2013.0,0.0,-2.2,0.0,1.0
19,367121,QC,51.8267,-69.6186,2013-06-06,62.3,L,intensive,Boreal Shield East,"(51.8267, -69.6186)","50.65638888888889,-70.53194444444445",-70.53194444444445,50.65638888888889,85.0,6.0,706I155.2013.6.6,7.5,44.0,QC,6.0,0.0,MANOUANE EST,0.0,26.1,706I155,14.2,2013.0,0.0,0.8,0.0,1.0
20,367122,QC,52.0064,-69.5775,2013-06-02,82.2,L,nordique,Boreal Shield East,"(52.0064, -69.5775)","51.5325,-71.11083333333333",-71.11083333333333,51.5325,90.66666666666667,2.0,706I001.2013.6.2,8.6,95.0,QC,6.0,0.0,LAC BENOIT,0.0,2.7,706I001,10.3,2013.0,0.0,-2.2,0.0,1.0
21,367123,QC,51.4375,-69.2944,2013-06-02,0.0,L,intensive,Boreal Shield East,"(51.4375, -69.2944)","50.65638888888889,-70.53194444444445",-70.53194444444445,50.65638888888889,90.66666666666667,2.0,706I155.2013.6.2,7.3,95.0,QC,6.0,0.0,MANOUANE EST,0.0,26.1,706I155,9.0,2013.0,0.0,-2.2,0.0,1.0
22,367124,QC,51.9064,-69.5572,2013-06-02,7.2,L,nordique,Boreal Shield East,"(51.9064, -69.5572)","50.65638888888889,-70.53194444444445",-70.53194444444445,50.65638888888889,90.66666666666667,2.0,706I155.2013.6.2,7.3,95.0,QC,6.0,0.0,MANOUANE EST,0.0,26.1,706I155,9.0,2013.0,0.0,-2.2,0.0,1.0
23,367125,QC,51.7378,-68.7022,2013-06-02,1.1,L,intensive,Boreal Shield East,"(51.7378, -68.7022)","50.65638888888889,-70.53194444444445",-70.53194444444445,50.65638888888889,90.66666666666667,2.0,706I155.2013.6.2,7.3,95.0,QC,6.0,0.0,MANOUANE EST,0.0,26.1,706I155,9.0,2013.0,0.0,-2.2,0.0,1.0
24,367127,QC,52.4419,-69.7294,2013-06-06,145308.0,L,nordique,Boreal Shield East,"(52.4419, -69.7294)","51.5325,-71.11083333333333",-71.11083333333333,51.5325,90.66666666666667,6.0,706I001.2013.6.6,6.5,45.666666666666664,QC,6.0,0.0,LAC BENOIT,0.0,26.1,706I001,16.5,2013.0,0.0,-3.5,0.0,1.0
25,367129,QC,50.9897,-68.7158,2013-06-28,0.7,L,intensive,Boreal Shield East,"(50.9897, -68.7158)","50.65638888888889,-70.53194444444445",-70.53194444444445,50.65638888888889,90.66666666666667,28.0,706I155.2013.6.28,12.5,44.0,QC,6.0,0.0,MANOUANE EST,0.0,26.1,706I155,27.5,2013.0,0.0,2.4,0.0,1.0
26,367130,QC,51.0942,-68.6294,2013-06-29,1.0,L,intensive,Boreal Shield East,"(51.0942, -68.6294)","50.65638888888889,-70.53194444444445",-70.53194444444445,50.65638888888889,90.66666666666667,29.0,706I155.2013.6.29,10.7,44.0,QC,6.0,0.0,MANOUANE EST,0.0,26.1,706I155,12.1,2013.0,0.0,-2.2,0.0,1.0
27,367131,QC,51.3614,-68.7197,2013-06-28,0.4,L,intensive,Boreal Shield East,"(51.3614, -68.7197)","50.65638888888889,-70.53194444444445",-70.53194444444445,50.65638888888889,90.66666666666667,28.0,706I155.2013.6.28,12.5,44.0,QC,6.0,0.0,MANOUANE EST,0.0,26.1,706I155,27.5,2013.0,0.0,2.4,0.0,1.0
28,367169,QC,51.9628,-71.9533,2012-06-04,207.8,L,nordique,Boreal Shield East,"(51.9628, -71.9533)","51.5325,-71.11083333333333",-71.11083333333333,51.5325,67.0,4.0,706I001.2012.6.4,13.8,20.0,QC,6.0,0.0,LAC BENOIT,0.0,26.1,706I001,27.5,2012.0,0.0,-2.2,0.0,1.0
29,367187,QC,51.02,-76.48309999999998,2011-07-19,3.0,L,intensive,Boreal Shield East,"(51.02, -76.48309999999998)","49.757783333333336,-77.79307222222222",-77.79307222222222,49.757783333333336,81.0,19.0,7094637.2011.7.19,17.7,44.0,QC,7.0,0.0,MATAGAMI,0.0,26.1,7094637,27.5,2011.0,0.0,-2.2,0.0,1.0
30,367188,QC,50.0092,-75.64579999999998,2011-07-19,3.2,L,intensive,Boreal Shield East,"(50.0092, -75.64579999999998)","49.8225,-74.97527777777778",-74.97527777777778,49.8225,90.66666666666667,19.0,7091299.2011.7.19,13.8,44.0,QC,7.0,0.0,CHAPAIS,0.0,26.1,7091299,27.5,2011.0,0.0,-2.2,0.0,1.0
31,367189,QC,50.6122,-75.5339,2012-05-14,5838.6,L,intensive,Boreal Shield East,"(50.6122, -75.5339)","49.8225,-74.97527777777778",-74.97527777777778,49.8225,78.0,14.0,7091299.2012.5.14,9.053333333333335,44.0,QC,5.0,0.0,CHAPAIS,43.0,26.1,7091299,27.5,2012.0,0.0,8.8,0.0,1.0
32,367190,QC,50.7761,-75.8306,2012-05-14,2554.2,L,intensive,Boreal Shield East,"(50.7761, -75.8306)","49.8225,-74.97527777777778",-74.97527777777778,49.8225,78.0,14.0,7091299.2012.5.14,9.053333333333335,44.0,QC,5.0,0.0,CHAPAIS,43.0,26.1,7091299,27.5,2012.0,0.0,8.8,0.0,1.0
33,367191,QC,50.565,-75.3164,2012-05-14,7.7,L,intensive,Boreal Shield East,"(50.565, -75.3164)","49.8225,-74.97527777777778",-74.97527777777778,49.8225,78.0,14.0,7091299.2012.5.14,9.053333333333335,44.0,QC,5.0,0.0,CHAPAIS,43.0,26.1,7091299,27.5,2012.0,0.0,8.8,0.0,1.0
34,367192,QC,50.3114,-75.3011,2012-06-01,26.3,L,intensive,Boreal Shield East,"(50.3114, -75.3011)","49.8225,-74.97527777777778",-74.97527777777778,49.8225,87.0,1.0,7091299.2012.6.1,18.80666666666667,60.13333333333333,QC,6.0,0.0,CHAPAIS,0.0,26.1,7091299,27.5,2012.0,0.0,-2.2,0.0,1.0
35,367195,QC,50.0603,-76.215,2012-06-04,8.7,L,intensive,Boreal Shield East,"(50.0603, -76.215)","49.8225,-74.97527777777778",-74.97527777777778,49.8225,90.66666666666667,4.0,7091299.2012.6.4,14.0,65.3,QC,6.0,0.0,CHAPAIS,0.0,26.1,7091299,27.5,2012.0,0.0,-2.2,0.0,1.0
36,367196,QC,50.6556,-75.3206,2013-06-02,0.9,L,intensive,Boreal Shield East,"(50.6556, -75.3206)","49.8225,-74.97527777777778",-74.97527777777778,49.8225,90.66666666666667,2.0,7091299.2013.6.2,12.8,44.0,QC,6.0,0.0,CHAPAIS,50.0,22.4,7091299,27.5,2013.0,0.0,-2.2,0.0,1.0
37,367198,QC,50.4447,-74.87439999999998,2013-06-02,0.1,L,intensive,Boreal Shield East,"(50.4447, -74.87439999999998)","49.8225,-74.97527777777778",-74.97527777777778,49.8225,90.66666666666667,2.0,7091299.2013.6.2,12.8,44.0,QC,6.0,0.0,CHAPAIS,50.0,22.4,7091299,27.5,2013.0,0.0,-2.2,0.0,1.0
38,367199,QC,50.0803,-76.0189,2013-06-02,0.0,L,intensive,Boreal Shield East,"(50.0803, -76.0189)","49.8225,-74.97527777777778",-74.97527777777778,49.8225,90.66666666666667,2.0,7091299.2013.6.2,12.8,44.0,QC,6.0,0.0,CHAPAIS,50.0,22.4,7091299,27.5,2013.0,0.0,-2.2,0.0,1.0
39,367201,QC,51.7969,-75.6028,2013-06-02,115414.1,L,nordique,Boreal Shield East,"(51.7969, -75.6028)","49.8225,-74.97527777777778",-74.97527777777778,49.8225,90.66666666666667,2.0,7091299.2013.6.2,12.8,44.0,QC,6.0,0.0,CHAPAIS,50.0,22.4,7091299,27.5,2013.0,0.0,-2.2,0.0,1.0
40,367202,QC,50.2608,-75.3208,2013-06-02,0.1,L,intensive,Boreal Shield East,"(50.2608, -75.3208)","49.8225,-74.97527777777778",-74.97527777777778,49.8225,90.66666666666667,2.0,7091299.2013.6.2,12.8,44.0,QC,6.0,0.0,CHAPAIS,50.0,22.4,7091299,27.5,2013.0,0.0,-2.2,0.0,1.0
41,367203,QC,50.6319,-75.5608,2013-06-02,4.7,L,intensive,Boreal Shield East,"(50.6319, -75.5608)","49.8225,-74.97527777777778",-74.97527777777778,49.8225,90.66666666666667,2.0,7091299.2013.6.2,12.8,44.0,QC,6.0,0.0,CHAPAIS,50.0,22.4,7091299,27.5,2013.0,0.0,-2.2,0.0,1.0
42,367204,QC,51.4556,-75.5056,2013-06-02,124605.5,L,nordique,Boreal Shield East,"(51.4556, -75.5056)","49.8225,-74.97527777777778",-74.97527777777778,49.8225,90.66666666666667,2.0,7091299.2013.6.2,12.8,44.0,QC,6.0,0.0,CHAPAIS,50.0,22.4,7091299,27.5,2013.0,0.0,-2.2,0.0,1.0
43,367206,QC,51.1644,-76.41249999999998,2013-06-05,208.0,L,nordique,Boreal Shield East,"(51.1644, -76.41249999999998)","49.8225,-74.97527777777778",-74.97527777777778,49.8225,90.66666666666667,5.0,7091299.2013.6.5,7.8,60.13333333333333,QC,6.0,0.0,CHAPAIS,32.0,26.1,7091299,15.7,2013.0,0.0,-2.2,0.0,1.0
44,367207,QC,51.2325,-75.6222,2013-06-05,5289.0,L,nordique,Boreal Shield East,"(51.2325, -75.6222)","49.8225,-74.97527777777778",-74.97527777777778,49.8225,90.66666666666667,5.0,7091299.2013.6.5,7.8,60.13333333333333,QC,6.0,0.0,CHAPAIS,32.0,26.1,7091299,15.7,2013.0,0.0,-2.2,0.0,1.0
45,367209,QC,51.2217,-74.9514,2013-06-07,38768.7,L,nordique,Boreal Shield East,"(51.2217, -74.9514)","49.8225,-74.97527777777778",-74.97527777777778,49.8225,81.0,7.0,7091299.2013.6.7,12.6,44.0,QC,6.0,0.0,CHAPAIS,0.0,26.1,7091299,27.5,2013.0,0.0,2.4,0.0,1.0
46,367210,QC,51.1447,-76.53749999999998,2013-06-28,178.0,L,intensive,Boreal Shield East,"(51.1447, -76.53749999999998)","49.757783333333336,-77.79307222222222",-77.79307222222222,49.757783333333336,90.66666666666667,28.0,7094637.2013.6.28,9.093333333333334,44.0,QC,6.0,0.0,MATAGAMI,32.0,26.1,7094637,18.8,2013.0,0.0,-2.2,0.0,1.0
47,367245,QC,51.4617,-62.8189,2011-07-11,1.9,L,nordique,Boreal Shield East,"(51.4617, -62.8189)","51.86722222222223,-63.28361111111112",-63.28361111111112,51.86722222222223,90.66666666666667,11.0,704C64L.2011.7.11,14.0,44.0,QC,7.0,0.0,LAC EON,0.0,17.3,704C64L,27.5,2011.0,0.0,-2.2,0.0,1.0
48,367247,QC,51.0844,-61.3219,2013-06-28,50727.1,L,nordique,Boreal Shield East,"(51.0844, -61.3219)","50.19000111111111,-61.81083361111112",-61.81083361111112,50.19000111111111,96.72303206997084,28.0,7045401.2013.6.28,8.4,48.486326198051195,QC,6.0,0.0,NATASHQUAN AIRPORT,35.9,26.1,7045401,15.9,2013.0,0.0,-2.2,0.0,1.0
49,367248,QC,51.3461,-62.4439,2013-06-28,45135.3,L,nordique,Boreal Shield East,"(51.3461, -62.4439)","51.86722222222223,-63.28361111111112",-63.28361111111112,51.86722222222223,90.66666666666667,28.0,704C64L.2013.6.28,12.8,51.17741935483871,QC,6.0,0.0,LAC EON,0.0,26.1,704C64L,27.5,2013.0,0.0,-2.2,0.0,1.0
50,367249,QC,51.3014,-61.6969,2013-06-28,10367.6,L,nordique,Boreal Shield East,"(51.3014, -61.6969)","50.19000111111111,-61.81083361111112",-61.81083361111112,50.19000111111111,96.72303206997084,28.0,7045401.2013.6.28,8.4,48.486326198051195,QC,6.0,0.0,NATASHQUAN AIRPORT,35.9,26.1,7045401,15.9,2013.0,0.0,-2.2,0.0,1.0
51,367250,QC,51.4439,-61.6306,2013-06-28,21365.0,L,nordique,Boreal Shield East,"(51.4439, -61.6306)","50.19000111111111,-61.81083361111112",-61.81083361111112,50.19000111111111,96.72303206997084,28.0,7045401.2013.6.28,8.4,48.486326198051195,QC,6.0,0.0,NATASHQUAN AIRPORT,35.9,26.1,7045401,15.9,2013.0,0.0,-2.2,0.0,1.0
52,367251,QC,51.7519,-61.4492,2013-06-28,6629.6,L,nordique,Boreal Shield East,"(51.7519, -61.4492)","50.19000111111111,-61.81083361111112",-61.81083361111112,50.19000111111111,96.72303206997084,28.0,7045401.2013.6.28,8.4,48.486326198051195,QC,6.0,0.0,NATASHQUAN AIRPORT,35.9,26.1,7045401,15.9,2013.0,0.0,-2.2,0.0,1.0
53,367252,QC,51.9761,-61.7428,2013-06-29,4937.7,L,nordique,Boreal Shield East,"(51.9761, -61.7428)","51.86722222222223,-63.28361111111112",-63.28361111111112,51.86722222222223,90.66666666666667,29.0,704C64L.2013.6.29,9.7,49.666666666666664,QC,6.0,0.0,LAC EON,0.0,26.1,704C64L,12.0,2013.0,0.0,-2.2,0.0,1.0
54,367253,QC,51.3069,-61.3247,2013-06-28,668.7,L,nordique,Boreal Shield East,"(51.3069, -61.3247)","50.19000111111111,-61.81083361111112",-61.81083361111112,50.19000111111111,96.72303206997084,28.0,7045401.2013.6.28,8.4,48.486326198051195,QC,6.0,0.0,NATASHQUAN AIRPORT,35.9,26.1,7045401,15.9,2013.0,0.0,-2.2,0.0,1.0
55,367301,QC,50.8283,-70.5842,2011-05-25,49.2,L,intensive,Boreal Shield East,"(50.8283, -70.5842)","50.65638888888889,-70.53194444444445",-70.53194444444445,50.65638888888889,90.66666666666667,25.0,706I155.2011.5.25,4.9,44.0,QC,5.0,0.0,MANOUANE EST,0.0,26.1,706I155,10.6,2011.0,0.0,-2.2,0.0,1.0
56,367302,QC,50.7636,-70.4153,2011-06-07,2.8,L,intensive,Boreal Shield East,"(50.7636, -70.4153)","50.65638888888889,-70.53194444444445",-70.53194444444445,50.65638888888889,90.66666666666667,7.0,706I155.2011.6.7,12.9,49.666666666666664,QC,6.0,0.0,MANOUANE EST,0.0,7.6,706I155,17.8,2011.0,0.0,8.0,0.0,1.0
57,367316,QC,51.2414,-71.8794,2012-06-01,3.8,L,intensive,Boreal Shield East,"(51.2414, -71.8794)","51.5325,-71.11083333333333",-71.11083333333333,51.5325,90.66666666666667,1.0,706I001.2012.6.1,10.2,44.0,QC,6.0,0.0,LAC BENOIT,0.0,26.1,706I001,27.5,2012.0,0.0,-2.2,0.0,1.0
58,367317,QC,51.3478,-71.6164,2012-06-01,6.7,L,intensive,Boreal Shield East,"(51.3478, -71.6164)","51.5325,-71.11083333333333",-71.11083333333333,51.5325,90.66666666666667,1.0,706I001.2012.6.1,10.2,44.0,QC,6.0,0.0,LAC BENOIT,0.0,26.1,706I001,27.5,2012.0,0.0,-2.2,0.0,1.0
59,367318,QC,51.5694,-71.4139,2012-06-01,29.0,L,nordique,Boreal Shield East,"(51.5694, -71.4139)","51.5325,-71.11083333333333",-71.11083333333333,51.5325,90.66666666666667,1.0,706I001.2012.6.1,10.2,44.0,QC,6.0,0.0,LAC BENOIT,0.0,26.1,706I001,27.5,2012.0,0.0,-2.2,0.0,1.0
60,367320,QC,50.8353,-71.5392,2013-06-06,21.1,L,intensive,Boreal Shield East,"(50.8353, -71.5392)","50.72888888888889,-71.01305555555555",-71.01305555555555,50.72888888888889,90.66666666666667,6.0,7060826.2013.6.6,7.1,44.0,QC,6.0,0.0,BONNARD 1,0.0,26.1,7060826,15.3,2013.0,0.0,-2.2,0.0,1.0
61,367321,QC,50.9483,-71.2778,2013-06-06,0.0,L,intensive,Boreal Shield East,"(50.9483, -71.2778)","50.72888888888889,-71.01305555555555",-71.01305555555555,50.72888888888889,90.66666666666667,6.0,7060826.2013.6.6,7.1,44.0,QC,6.0,0.0,BONNARD 1,0.0,26.1,7060826,15.3,2013.0,0.0,-2.2,0.0,1.0
62,367322,QC,50.8231,-71.9125,2013-06-06,0.1,L,intensive,Boreal Shield East,"(50.8231, -71.9125)","50.72888888888889,-71.01305555555555",-71.01305555555555,50.72888888888889,90.66666666666667,6.0,7060826.2013.6.6,7.1,44.0,QC,6.0,0.0,BONNARD 1,0.0,26.1,7060826,15.3,2013.0,0.0,-2.2,0.0,1.0
63,367372,QC,51.4528,-65.6192,2013-06-27,0.0,L,nordique,Taiga Shield East,"(51.4528, -65.6192)","50.21666666666667,-66.25",-66.25,50.21666666666667,90.66666666666667,27.0,7047914.2013.6.27,8.8,44.0,QC,6.0,0.0,SEPT-ILES,0.0,26.1,7047914,15.2,2013.0,0.0,2.4,0.0,1.0
64,367378,QC,50.2897,-66.0792,2013-06-29,70.6,L,intensive,Boreal Shield East,"(50.2897, -66.0792)","50.21666666666667,-66.25",-66.25,50.21666666666667,90.66666666666667,29.0,7047914.2013.6.29,10.4,45.20038759689922,QC,6.0,0.0,SEPT-ILES,43.0,31.1,7047914,11.6,2013.0,0.0,-2.2,0.0,1.0
65,367381,QC,50.47,-65.9747,2013-06-29,0.1,L,nordique,Boreal Shield East,"(50.47, -65.9747)","50.21666666666667,-66.25",-66.25,50.21666666666667,90.66666666666667,29.0,7047914.2013.6.29,10.4,45.20038759689922,QC,6.0,0.0,SEPT-ILES,43.0,31.1,7047914,11.6,2013.0,0.0,-2.2,0.0,1.0
66,367417,QC,50.5783,-70.3472,2011-06-01,23.6,L,intensive,Boreal Shield East,"(50.5783, -70.3472)","50.65638888888889,-70.53194444444445",-70.53194444444445,50.65638888888889,90.66666666666667,1.0,706I155.2011.6.1,11.086666666666668,44.0,QC,6.0,0.0,MANOUANE EST,0.0,1.4,706I155,27.5,2011.0,0.0,-2.2,0.0,1.0
67,367418,QC,50.8678,-69.775,2011-06-07,0.7,L,intensive,Boreal Shield East,"(50.8678, -69.775)","50.65638888888889,-70.53194444444445",-70.53194444444445,50.65638888888889,90.66666666666667,7.0,706I155.2011.6.7,12.9,49.666666666666664,QC,6.0,0.0,MANOUANE EST,0.0,7.6,706I155,17.8,2011.0,0.0,8.0,0.0,1.0
68,367419,QC,51.1528,-69.5806,2011-06-07,0.1,L,intensive,Boreal Shield East,"(51.1528, -69.5806)","50.65638888888889,-70.53194444444445",-70.53194444444445,50.65638888888889,90.66666666666667,7.0,706I155.2011.6.7,12.9,49.666666666666664,QC,6.0,0.0,MANOUANE EST,0.0,7.6,706I155,17.8,2011.0,0.0,8.0,0.0,1.0
69,367430,QC,50.3867,-63.1175,2011-07-11,2.9,L,nordique,Boreal Shield East,"(50.3867, -63.1175)","50.22083333333333,-64.20722222222223",-64.20722222222223,50.22083333333333,90.66666666666667,11.0,7043B79.2011.7.11,12.3,81.0,QC,7.0,0.0,ILE AUX PERROQUETS,0.0,26.1,7043B79,15.0,2011.0,0.0,-2.2,0.0,1.0
70,367434,QC,50.2969,-65.9481,2012-07-17,0.0,L,intensive,Boreal Shield East,"(50.2969, -65.9481)","50.21666666666667,-66.25",-66.25,50.21666666666667,90.66666666666667,17.0,7047914.2012.7.17,14.526666666666667,40.06666666666667,QC,7.0,0.0,SEPT-ILES,0.0,26.1,7047914,27.5,2012.0,0.0,8.6,0.0,1.0
71,367435,QC,50.2808,-65.8647,2012-07-17,0.7,L,intensive,Boreal Shield East,"(50.2808, -65.8647)","50.21666666666667,-66.25",-66.25,50.21666666666667,90.66666666666667,17.0,7047914.2012.7.17,14.526666666666667,40.06666666666667,QC,7.0,0.0,SEPT-ILES,0.0,26.1,7047914,27.5,2012.0,0.0,8.6,0.0,1.0
72,367441,QC,50.5414,-62.7967,2013-06-28,48400.0,L,nordique,Boreal Shield East,"(50.5414, -62.7967)","50.19000111111111,-61.81083361111112",-61.81083361111112,50.19000111111111,96.72303206997084,28.0,7045401.2013.6.28,8.4,48.486326198051195,QC,6.0,0.0,NATASHQUAN AIRPORT,35.9,26.1,7045401,15.9,2013.0,0.0,-2.2,0.0,1.0
